air_temp,clearsky_dni,clearsky_ghi,cloud_opacity,dni,ghi,precipitable_water,precipitation_rate,wind_direction_10m,wind_speed_10m,period_end,period
19,0,0,49.8,0,0,33,0,252,2.9,2024-09-06T00:05:00+00:00,PT5M
18,0,0,45.9,0,0,33.1,0,250,3,2024-09-06T00:10:00+00:00,PT5M
18,0,0,43.3,0,0,33.1,0,249,3,2024-09-06T00:15:00+00:00,PT5M
18,0,0,43.3,0,0,33.1,0,248,3,2024-09-06T00:20:00+00:00,PT5M
18,0,0,47.2,0,0,33.2,0,247,3,2024-09-06T00:25:00+00:00,PT5M
18,0,0,47.2,0,0,33.2,0,246,3,2024-09-06T00:30:00+00:00,PT5M
18,0,0,51,0,0,33.3,0,245,3,2024-09-06T00:35:00+00:00,PT5M
18,0,0,51,0,0,33.3,0,244,3,2024-09-06T00:40:00+00:00,PT5M
18,0,0,52.2,0,0,33.4,0,243,3.1,2024-09-06T00:45:00+00:00,PT5M
18,0,0,57,0,0,33.4,0,242,3.1,2024-09-06T00:50:00+00:00,PT5M
18,0,0,62.5,0,0,33.4,0,241,3.1,2024-09-06T00:55:00+00:00,PT5M
18,0,0,63.6,0,0,33.5,0,240,3.1,2024-09-06T01:00:00+00:00,PT5M
18,0,0,72.4,0,0,33.6,0,240,3.1,2024-09-06T01:05:00+00:00,PT5M
18,0,0,77.5,0,0,33.6,0,240,3.1,2024-09-06T01:10:00+00:00,PT5M
18,0,0,76.7,0,0,33.7,0,240,3.1,2024-09-06T01:15:00+00:00,PT5M
18,0,0,76.7,0,0,33.8,0,241,3.1,2024-09-06T01:20:00+00:00,PT5M
18,0,0,72.4,0,0,33.9,0,241,3.1,2024-09-06T01:25:00+00:00,PT5M
18,0,0,71.5,0,0,34,0,241,3.1,2024-09-06T01:30:00+00:00,PT5M
18,0,0,66.7,0,0,34.1,0,242,3.1,2024-09-06T01:35:00+00:00,PT5M
18,0,0,66.7,0,0,34.2,0,242,3.1,2024-09-06T01:40:00+00:00,PT5M
18,0,0,65.7,0,0,34.3,0,242,3.1,2024-09-06T01:45:00+00:00,PT5M
18,0,0,66.7,0,0,34.4,0,243,3.1,2024-09-06T01:50:00+00:00,PT5M
18,0,0,69.6,0,0,34.5,0,243,3.1,2024-09-06T01:55:00+00:00,PT5M
18,0,0,69.6,0,0,34.6,0,243,3.1,2024-09-06T02:00:00+00:00,PT5M
18,0,0,71.5,0,0,34.6,0,243,3.1,2024-09-06T02:05:00+00:00,PT5M
18,0,0,74.2,0,0,34.6,0,242,3.1,2024-09-06T02:10:00+00:00,PT5M
18,0,0,77.5,0,0,34.6,0,241,3,2024-09-06T02:15:00+00:00,PT5M
18,0,0,79.9,0,0,34.6,0,240,3,2024-09-06T02:20:00+00:00,PT5M
18,0,0,79.1,0,0,34.6,0,239,2.9,2024-09-06T02:25:00+00:00,PT5M
18,0,0,80.6,0,0,34.6,0,238,2.9,2024-09-06T02:30:00+00:00,PT5M
18,0,0,79.9,0,0,34.6,0,237,2.8,2024-09-06T02:35:00+00:00,PT5M
18,0,0,79.1,0,0,34.6,0,236,2.8,2024-09-06T02:40:00+00:00,PT5M
17,0,0,78.3,0,0,34.6,0,235,2.7,2024-09-06T02:45:00+00:00,PT5M
17,0,0,76.7,0,0,34.6,0,234,2.7,2024-09-06T02:50:00+00:00,PT5M
17,0,0,76.7,0,0,34.6,0,233,2.6,2024-09-06T02:55:00+00:00,PT5M
17,0,0,77.5,0,0,34.6,0,232,2.6,2024-09-06T03:00:00+00:00,PT5M
17,0,0,79.9,0,0,34.6,0,231,2.6,2024-09-06T03:05:00+00:00,PT5M
17,0,0,79.1,0,0,34.6,0,229,2.6,2024-09-06T03:10:00+00:00,PT5M
17,0,0,78.3,0,0,34.6,0,228,2.6,2024-09-06T03:15:00+00:00,PT5M
17,0,0,77.5,0,0,34.5,0,227,2.6,2024-09-06T03:20:00+00:00,PT5M
17,0,0,77.5,0,0,34.5,0,225,2.7,2024-09-06T03:25:00+00:00,PT5M
17,0,0,78.3,0,0,34.5,0,224,2.7,2024-09-06T03:30:00+00:00,PT5M
17,0,0,77.5,0,0,34.4,0,223,2.7,2024-09-06T03:35:00+00:00,PT5M
17,0,0,77.5,0,0,34.4,0,222,2.7,2024-09-06T03:40:00+00:00,PT5M
17,0,0,78.3,0,0,34.3,0,220,2.8,2024-09-06T03:45:00+00:00,PT5M
