air_temp,clearsky_dni,clearsky_ghi,cloud_opacity,dni,ghi,precipitable_water,precipitation_rate,wind_direction_10m,wind_speed_10m,period_end,period
14,0,0,0,0,0,17.3,0,76,2,2021-09-06T00:05:00+00:00,PT5M
14,0,0,0,0,0,17.3,0,77,1.9,2021-09-06T00:10:00+00:00,PT5M
14,0,0,0,0,0,17.3,0,78,1.9,2021-09-06T00:15:00+00:00,PT5M
13,0,0,0,0,0,17.2,0,79,1.9,2021-09-06T00:20:00+00:00,PT5M
13,0,0,0,0,0,17.2,0,81,1.9,2021-09-06T00:25:00+00:00,PT5M
13,0,0,0,0,0,17.2,0,82,1.9,2021-09-06T00:30:00+00:00,PT5M
13,0,0,0,0,0,17.2,0,83,1.9,2021-09-06T00:35:00+00:00,PT5M
13,0,0,0,0,0,17.1,0,84,1.9,2021-09-06T00:40:00+00:00,PT5M
13,0,0,0,0,0,17.1,0,86,1.9,2021-09-06T00:45:00+00:00,PT5M
13,0,0,0,0,0,17.1,0,87,1.9,2021-09-06T00:50:00+00:00,PT5M
13,0,0,0,0,0,17,0,88,1.9,2021-09-06T00:55:00+00:00,PT5M
13,0,0,0,0,0,17,0,89,1.9,2021-09-06T01:00:00+00:00,PT5M
13,0,0,0,0,0,17,0,89,1.9,2021-09-06T01:05:00+00:00,PT5M
13,0,0,0,0,0,16.9,0,88,1.9,2021-09-06T01:10:00+00:00,PT5M
13,0,0,0,0,0,16.9,0,87,1.8,2021-09-06T01:15:00+00:00,PT5M
13,0,0,0,0,0,16.9,0,85,1.8,2021-09-06T01:20:00+00:00,PT5M
13,0,0,0,0,0,16.8,0,84,1.8,2021-09-06T01:25:00+00:00,PT5M
13,0,0,0,0,0,16.8,0,82,1.7,2021-09-06T01:30:00+00:00,PT5M
13,0,0,0,0,0,16.7,0,81,1.7,2021-09-06T01:35:00+00:00,PT5M
13,0,0,0,0,0,16.7,0,79,1.7,2021-09-06T01:40:00+00:00,PT5M
13,0,0,0,0,0,16.6,0,78,1.7,2021-09-06T01:45:00+00:00,PT5M
13,0,0,0,0,0,16.6,0,76,1.6,2021-09-06T01:50:00+00:00,PT5M
13,0,0,0,0,0,16.6,0,74,1.6,2021-09-06T01:55:00+00:00,PT5M
12,0,0,0,0,0,16.5,0,72,1.6,2021-09-06T02:00:00+00:00,PT5M
12,0,0,0,0,0,16.5,0,71,1.6,2021-09-06T02:05:00+00:00,PT5M
12,0,0,0,0,0,16.5,0,70,1.5,2021-09-06T02:10:00+00:00,PT5M
12,0,0,0,0,0,16.5,0,68,1.5,2021-09-06T02:15:00+00:00,PT5M
12,0,0,0,0,0,16.5,0,67,1.4,2021-09-06T02:20:00+00:00,PT5M
12,0,0,0,0,0,16.5,0,66,1.4,2021-09-06T02:25:00+00:00,PT5M
12,0,0,0,0,0,16.5,0,64,1.4,2021-09-06T02:30:00+00:00,PT5M
12,0,0,0,0,0,16.5,0,63,1.3,2021-09-06T02:35:00+00:00,PT5M
12,0,0,0,0,0,16.5,0,61,1.3,2021-09-06T02:40:00+00:00,PT5M
12,0,0,0,0,0,16.5,0,59,1.3,2021-09-06T02:45:00+00:00,PT5M
12,0,0,0,0,0,16.5,0,57,1.2,2021-09-06T02:50:00+00:00,PT5M
12,0,0,0,0,0,16.5,0,55,1.2,2021-09-06T02:55:00+00:00,PT5M
12,0,0,0,0,0,16.5,0,53,1.2,2021-09-06T03:00:00+00:00,PT5M
12,0,0,0,0,0,16.5,0,52,1.1,2021-09-06T03:05:00+00:00,PT5M
12,0,0,0,0,0,16.5,0,51,1.2,2021-09-06T03:10:00+00:00,PT5M
12,0,0,0,0,0,16.5,0,51,1.2,2021-09-06T03:15:00+00:00,PT5M
12,0,0,0,0,0,16.4,0,50,1.2,2021-09-06T03:20:00+00:00,PT5M
12,0,0,0,0,0,16.4,0,49,1.2,2021-09-06T03:25:00+00:00,PT5M
12,0,0,0,0,0,16.4,0,49,1.2,2021-09-06T03:30:00+00:00,PT5M
12,0,0,0,0,0,16.4,0,48,1.2,2021-09-06T03:35:00+00:00,PT5M
12,0,0,0,0,0,16.4,0,47,1.2,2021-09-06T03:40:00+00:00,PT5M
12,0,0,0,0,0,16.3,0,47,1.2,2021-09-06T03:45:00+00:00,PT5M
12,0,0,0,0,0,16.3,0,46,1.2,2021-09-06T03:50:00+00:00,PT5M
12,0,0,0,0,0,16.3,0,46,1.3,2021-09-06T03:55:00+00:00,PT5M
12,0,0,0,0,0,16.3,0,45,1.3,2021-09-06T04:00:00+00:00,PT5M
12,0,0,0,0,0,16.3,0,46,1.3,2021-09-06T04:05:00+00:00,PT5M
12,0,0,0,0,0,16.2,0,47,1.3,2021-09-06T04:10:00+00:00,PT5M
12,0,0,0,0,0,16.2,0,47,1.4,2021-09-06T04:15:00+00:00,PT5M
12,0,0,0,0,0,16.2,0,48,1.4,2021-09-06T04:20:00+00:00,PT5M
12,0,0,0,0,0,16.2,0,49,1.4,2021-09-06T04:25:00+00:00,PT5M
12,0,0,0,0,0,16.1,0,50,1.5,2021-09-06T04:30:00+00:00,PT5M
12,0,0,0,0,0,16.1,0,51,1.5,2021-09-06T04:35:00+00:00,PT5M
12,0,0,0,0,0,16.1,0,52,1.5,2021-09-06T04:40:00+00:00,PT5M
12,0,0,0,0,0,16.1,0,52,1.6,2021-09-06T04:45:00+00:00,PT5M
12,0,0,0,0,0,16,0,53,1.6,2021-09-06T04:50:00+00:00,PT5M
12,0,0,0,0,0,16,0,54,1.7,2021-09-06T04:55:00+00:00,PT5M
12,0,0,0,0,0,16,0,54,1.7,2021-09-06T05:00:00+00:00,PT5M
12,0,0,0,0,0,16,0,55,1.7,2021-09-06T05:05:00+00:00,PT5M
12,8,5,0,8,5,16,0,55,1.7,2021-09-06T05:10:00+00:00,PT5M
12,27,11,0,27,11,16,0,55,1.6,2021-09-06T05:15:00+00:00,PT5M
12,59,19,0,59,19,16.1,0,55,1.6,2021-09-06T05:20:00+00:00,PT5M
12,103,27,14,16,23,16.1,0,56,1.5,2021-09-06T05:25:00+00:00,PT5M
12,158,36,18.3,8,29,16.1,0,56,1.5,2021-09-06T05:30:00+00:00,PT5M
12,222,46,22.6,0,35,16.1,0,56,1.4,2021-09-06T05:35:00+00:00,PT5M
12,272,56,19.2,41,45,16.2,0,57,1.4,2021-09-06T05:40:00+00:00,PT5M
12,304,66,14.9,109,57,16.2,0,57,1.3,2021-09-06T05:45:00+00:00,PT5M
12,333,78,10.4,185,69,16.2,0,58,1.3,2021-09-06T05:50:00+00:00,PT5M
12,361,89,0,361,89,16.2,0,58,1.2,2021-09-06T05:55:00+00:00,PT5M
12,388,101,0,388,101,16.3,0,59,1.2,2021-09-06T06:00:00+00:00,PT5M
12,412,113,0,412,113,16.3,0,59,1.2,2021-09-06T06:05:00+00:00,PT5M
12,436,126,0,436,126,16.3,0,58,1.1,2021-09-06T06:10:00+00:00,PT5M
13,458,138,0,458,138,16.3,0,58,1.1,2021-09-06T06:15:00+00:00,PT5M
