air_temp,clearsky_dni,clearsky_ghi,cloud_opacity,dni,ghi,precipitable_water,precipitation_rate,wind_direction_10m,wind_speed_10m,period_end,period
15,0,0,0,0,0,25.4,0,194,1.7,2016-09-06T00:05:00+00:00,PT5M
15,0,0,0,0,0,25.4,0,193,1.7,2016-09-06T00:10:00+00:00,PT5M
15,0,0,0,0,0,25.4,0,192,1.7,2016-09-06T00:15:00+00:00,PT5M
15,0,0,0,0,0,25.3,0,192,1.7,2016-09-06T00:20:00+00:00,PT5M
15,0,0,0,0,0,25.3,0,191,1.7,2016-09-06T00:25:00+00:00,PT5M
15,0,0,0,0,0,25.3,0,191,1.7,2016-09-06T00:30:00+00:00,PT5M
15,0,0,0,0,0,25.2,0,190,1.7,2016-09-06T00:35:00+00:00,PT5M
15,0,0,0,0,0,25.2,0,189,1.7,2016-09-06T00:40:00+00:00,PT5M
15,0,0,0,0,0,25.2,0,189,1.7,2016-09-06T00:45:00+00:00,PT5M
15,0,0,0,0,0,25.1,0,188,1.7,2016-09-06T00:50:00+00:00,PT5M
15,0,0,0,0,0,25.1,0,188,1.7,2016-09-06T00:55:00+00:00,PT5M
15,0,0,0,0,0,25.1,0,187,1.7,2016-09-06T01:00:00+00:00,PT5M
15,0,0,0,0,0,25.1,0,186,1.7,2016-09-06T01:05:00+00:00,PT5M
15,0,0,0,0,0,25.1,0,185,1.7,2016-09-06T01:10:00+00:00,PT5M
15,0,0,0,0,0,25.1,0,184,1.7,2016-09-06T01:15:00+00:00,PT5M
15,0,0,0,0,0,25.1,0,183,1.7,2016-09-06T01:20:00+00:00,PT5M
15,0,0,0,0,0,25.1,0,182,1.7,2016-09-06T01:25:00+00:00,PT5M
15,0,0,0,0,0,25.1,0,181,1.7,2016-09-06T01:30:00+00:00,PT5M
15,0,0,0,0,0,25.1,0,179,1.6,2016-09-06T01:35:00+00:00,PT5M
15,0,0,0,0,0,25.1,0,178,1.6,2016-09-06T01:40:00+00:00,PT5M
15,0,0,0,0,0,25.1,0,177,1.6,2016-09-06T01:45:00+00:00,PT5M
15,0,0,0,0,0,25.1,0,176,1.6,2016-09-06T01:50:00+00:00,PT5M
15,0,0,0,0,0,25.1,0,175,1.6,2016-09-06T01:55:00+00:00,PT5M
15,0,0,0,0,0,25.1,0,173,1.6,2016-09-06T02:00:00+00:00,PT5M
15,0,0,0,0,0,25.1,0,172,1.6,2016-09-06T02:05:00+00:00,PT5M
15,0,0,0,0,0,25.1,0,171,1.6,2016-09-06T02:10:00+00:00,PT5M
15,0,0,0,0,0,25.1,0,170,1.6,2016-09-06T02:15:00+00:00,PT5M
15,0,0,0,0,0,25.1,0,169,1.7,2016-09-06T02:20:00+00:00,PT5M
15,0,0,0,0,0,25.1,0,168,1.7,2016-09-06T02:25:00+00:00,PT5M
15,0,0,0,0,0,25.1,0,167,1.7,2016-09-06T02:30:00+00:00,PT5M
15,0,0,0,0,0,25.2,0,166,1.7,2016-09-06T02:35:00+00:00,PT5M
15,0,0,0,0,0,25.2,0,165,1.7,2016-09-06T02:40:00+00:00,PT5M
15,0,0,0,0,0,25.2,0,164,1.7,2016-09-06T02:45:00+00:00,PT5M
15,0,0,0,0,0,25.2,0,163,1.8,2016-09-06T02:50:00+00:00,PT5M
15,0,0,0,0,0,25.2,0,162,1.8,2016-09-06T02:55:00+00:00,PT5M
15,0,0,0,0,0,25.2,0,161,1.8,2016-09-06T03:00:00+00:00,PT5M
15,0,0,0,0,0,25.3,0,160,1.8,2016-09-06T03:05:00+00:00,PT5M
15,0,0,0,0,0,25.3,0,160,1.8,2016-09-06T03:10:00+00:00,PT5M
15,0,0,0,0,0,25.3,0,160,1.8,2016-09-06T03:15:00+00:00,PT5M
15,0,0,0,0,0,25.3,0,160,1.7,2016-09-06T03:20:00+00:00,PT5M
15,0,0,0,0,0,25.4,0,160,1.7,2016-09-06T03:25:00+00:00,PT5M
15,0,0,0,0,0,25.4,0,160,1.7,2016-09-06T03:30:00+00:00,PT5M
15,0,0,0,0,0,25.4,0,159,1.7,2016-09-06T03:35:00+00:00,PT5M
