air_temp,clearsky_dni,clearsky_ghi,cloud_opacity,dni,ghi,precipitable_water,precipitation_rate,wind_direction_10m,wind_speed_10m,period_end,period
16,0,0,0,0,0,29.2,0,238,1,2014-09-06T00:05:00+00:00,PT5M
16,0,0,0,0,0,29.2,0,238,1,2014-09-06T00:10:00+00:00,PT5M
16,0,0,0,0,0,29.2,0,238,1,2014-09-06T00:15:00+00:00,PT5M
16,0,0,0,0,0,29.2,0,238,1,2014-09-06T00:20:00+00:00,PT5M
16,0,0,0,0,0,29.2,0,238,1.1,2014-09-06T00:25:00+00:00,PT5M
16,0,0,0,0,0,29.2,0,238,1.1,2014-09-06T00:30:00+00:00,PT5M
16,0,0,0,0,0,29.2,0,238,1.1,2014-09-06T00:35:00+00:00,PT5M
16,0,0,0,0,0,29.2,0,238,1.2,2014-09-06T00:40:00+00:00,PT5M
16,0,0,0,0,0,29.2,0,238,1.2,2014-09-06T00:45:00+00:00,PT5M
16,0,0,0,0,0,29.3,0,238,1.2,2014-09-06T00:50:00+00:00,PT5M
16,0,0,0,0,0,29.3,0,238,1.3,2014-09-06T00:55:00+00:00,PT5M
16,0,0,0,0,0,29.3,0,238,1.3,2014-09-06T01:00:00+00:00,PT5M
16,0,0,0,0,0,29.3,0,237,1.3,2014-09-06T01:05:00+00:00,PT5M
16,0,0,0,0,0,29.3,0,237,1.3,2014-09-06T01:10:00+00:00,PT5M
16,0,0,0,0,0,29.3,0,236,1.4,2014-09-06T01:15:00+00:00,PT5M
16,0,0,0,0,0,29.3,0,236,1.4,2014-09-06T01:20:00+00:00,PT5M
16,0,0,0,0,0,29.3,0,235,1.4,2014-09-06T01:25:00+00:00,PT5M
16,0,0,0,0,0,29.3,0,235,1.5,2014-09-06T01:30:00+00:00,PT5M
16,0,0,0,0,0,29.3,0,234,1.5,2014-09-06T01:35:00+00:00,PT5M
16,0,0,0,0,0,29.3,0,234,1.5,2014-09-06T01:40:00+00:00,PT5M
15,0,0,0,0,0,29.3,0,234,1.5,2014-09-06T01:45:00+00:00,PT5M
15,0,0,0,0,0,29.3,0,233,1.6,2014-09-06T01:50:00+00:00,PT5M
15,0,0,0,0,0,29.3,0,233,1.6,2014-09-06T01:55:00+00:00,PT5M
15,0,0,0,0,0,29.3,0,233,1.6,2014-09-06T02:00:00+00:00,PT5M
15,0,0,0,0,0,29.3,0,232,1.6,2014-09-06T02:05:00+00:00,PT5M
15,0,0,0,0,0,29.3,0,232,1.6,2014-09-06T02:10:00+00:00,PT5M
15,0,0,0,0,0,29.3,0,231,1.6,2014-09-06T02:15:00+00:00,PT5M
15,0,0,0,0,0,29.3,0,231,1.6,2014-09-06T02:20:00+00:00,PT5M
15,0,0,0,0,0,29.3,0,231,1.6,2014-09-06T02:25:00+00:00,PT5M
15,0,0,0,0,0,29.3,0,230,1.6,2014-09-06T02:30:00+00:00,PT5M
15,0,0,0,0,0,29.3,0,230,1.6,2014-09-06T02:35:00+00:00,PT5M
15,0,0,0,0,0,29.3,0,229,1.6,2014-09-06T02:40:00+00:00,PT5M
15,0,0,0,0,0,29.3,0,229,1.6,2014-09-06T02:45:00+00:00,PT5M
15,0,0,0,0,0,29.3,0,229,1.6,2014-09-06T02:50:00+00:00,PT5M
15,0,0,0,0,0,29.3,0,228,1.6,2014-09-06T02:55:00+00:00,PT5M
15,0,0,0,0,0,29.3,0,228,1.6,2014-09-06T03:00:00+00:00,PT5M
15,0,0,0,0,0,29.3,0,228,1.6,2014-09-06T03:05:00+00:00,PT5M
15,0,0,0,0,0,29.3,0,229,1.6,2014-09-06T03:10:00+00:00,PT5M
15,0,0,0,0,0,29.4,0,229,1.6,2014-09-06T03:15:00+00:00,PT5M
15,0,0,0,0,0,29.4,0,230,1.5,2014-09-06T03:20:00+00:00,PT5M
15,0,0,0,0,0,29.4,0,231,1.5,2014-09-06T03:25:00+00:00,PT5M
15,0,0,0,0,0,29.5,0,232,1.5,2014-09-06T03:30:00+00:00,PT5M
15,0,0,0,0,0,29.5,0,232,1.4,2014-09-06T03:35:00+00:00,PT5M
15,0,0,0,0,0,29.5,0,233,1.4,2014-09-06T03:40:00+00:00,PT5M
15,0,0,0,0,0,29.6,0,234,1.4,2014-09-06T03:45:00+00:00,PT5M
15,0,0,0,0,0,29.6,0,235,1.4,2014-09-06T03:50:00+00:00,PT5M
15,0,0,0,0,0,29.6,0,236,1.3,2014-09-06T03:55:00+00:00,PT5M
15,0,0,0,0,0,29.7,0,237,1.3,2014-09-06T04:00:00+00:00,PT5M
15,0,0,0,0,0,29.7,0,238,1.3,2014-09-06T04:05:00+00:00,PT5M
15,0,0,0,0,0,29.7,0,240,1.3,2014-09-06T04:10:00+00:00,PT5M
15,0,0,0,0,0,29.8,0,241,1.3,2014-09-06T04:15:00+00:00,PT5M
15,0,0,0,0,0,29.8,0,242,1.3,2014-09-06T04:20:00+00:00,PT5M
15,0,0,0,0,0,29.8,0,243,1.3,2014-09-06T04:25:00+00:00,PT5M
15,0,0,0,0,0,29.9,0,245,1.3,2014-09-06T04:30:00+00:00,PT5M
15,0,0,0,0,0,29.9,0,246,1.3,2014-09-06T04:35:00+00:00,PT5M
15,0,0,0,0,0,29.9,0,247,1.3,2014-09-06T04:40:00+00:00,PT5M
16,0,0,0,0,0,30,0,249,1.3,2014-09-06T04:45:00+00:00,PT5M
16,0,0,0,0,0,30,0,250,1.3,2014-09-06T04:50:00+00:00,PT5M
16,0,0,0,0,0,30.1,0,251,1.3,2014-09-06T04:55:00+00:00,PT5M
16,0,0,0,0,0,30.1,0,252,1.4,2014-09-06T05:00:00+00:00,PT5M
16,0,0,0,0,0,30.1,0,253,1.4,2014-09-06T05:05:00+00:00,PT5M
16,1,4,0,1,4,30.1,0,253,1.4,2014-09-06T05:10:00+00:00,PT5M
16,5,9,0,5,9,30.2,0,254,1.4,2014-09-06T05:15:00+00:00,PT5M
16,15,15,0,15,15,30.2,0,254,1.4,2014-09-06T05:20:00+00:00,PT5M
16,30,21,21.2,0,17,30.2,0,254,1.5,2014-09-06T05:25:00+00:00,PT5M
16,53,28,32.8,0,19,30.2,0,254,1.5,2014-09-06T05:30:00+00:00,PT5M
16,82,36,43.5,0,20,30.3,0,255,1.5,2014-09-06T05:35:00+00:00,PT5M
16,109,44,56.7,0,19,30.3,0,255,1.5,2014-09-06T05:40:00+00:00,PT5M
16,130,52,68.4,0,16,30.3,0,255,1.6,2014-09-06T05:45:00+00:00,PT5M
16,151,61,78.1,0,13,30.3,0,255,1.6,2014-09-06T05:50:00+00:00,PT5M
16,172,70,79.9,0,14,30.4,0,256,1.6,2014-09-06T05:55:00+00:00,PT5M
16,192,80,80.6,0,16,30.4,0,256,1.6,2014-09-06T06:00:00+00:00,PT5M
16,212,91,81.3,0,17,30.4,0,256,1.6,2014-09-06T06:05:00+00:00,PT5M
16,231,101,80.5,0,20,30.4,0,257,1.6,2014-09-06T06:10:00+00:00,PT5M
16,250,112,79.6,0,23,30.5,0,258,1.6,2014-09-06T06:15:00+00:00,PT5M
16,268,124,78.6,0,26,30.5,0,259,1.6,2014-09-06T06:20:00+00:00,PT5M
16,286,135,78,0,30,30.5,0,260,1.6,2014-09-06T06:25:00+00:00,PT5M
16,303,147,77.5,0,33,30.5,0,260,1.6,2014-09-06T06:30:00+00:00,PT5M
16,319,159,77.1,0,36,30.5,0,261,1.6,2014-09-06T06:35:00+00:00,PT5M
16,334,171,77,0,39,30.5,0,262,1.6,2014-09-06T06:40:00+00:00,PT5M
16,348,183,77.2,0,42,30.6,0,263,1.5,2014-09-06T06:45:00+00:00,PT5M
16,362,195,77.5,0,44,30.6,0,264,1.5,2014-09-06T06:50:00+00:00,PT5M
16,375,207,77.9,0,46,30.6,0,265,1.5,2014-09-06T06:55:00+00:00,PT5M
16,388,220,78.4,0,47,30.6,0,266,1.5,2014-09-06T07:00:00+00:00,PT5M
16,400,232,78.9,0,49,30.6,0,266,1.5,2014-09-06T07:05:00+00:00,PT5M
16,412,244,78.5,0,53,30.6,0,267,1.5,2014-09-06T07:10:00+00:00,PT5M
16,423,257,78,0,57,30.7,0,267,1.5,2014-09-06T07:15:00+00:00,PT5M
17,434,269,77.4,0,61,30.7,0,267,1.5,2014-09-06T07:20:00+00:00,PT5M
17,444,282,77.6,0,63,30.7,0,268,1.5,2014-09-06T07:25:00+00:00,PT5M
17,454,294,77.9,0,65,30.7,0,268,1.5,2014-09-06T07:30:00+00:00,PT5M
17,464,306,78.1,0,67,30.7,0,268,1.4,2014-09-06T07:35:00+00:00,PT5M
17,474,319,78.2,0,70,30.7,0,269,1.4,2014-09-06T07:40:00+00:00,PT5M
17,484,331,78.2,0,72,30.8,0,269,1.4,2014-09-06T07:45:00+00:00,PT5M
17,493,343,78.2,0,75,30.8,0,269,1.4,2014-09-06T07:50:00+00:00,PT5M
17,503,356,78.3,0,77,30.8,0,269,1.4,2014-09-06T07:55:00+00:00,PT5M
17,511,368,78.4,0,80,30.8,0,270,1.4,2014-09-06T08:00:00+00:00,PT5M
17,520,380,78.5,0,82,30.8,0.1,270,1.4,2014-09-06T08:05:00+00:00,PT5M
17,528,391,78.8,0,83,30.9,0.1,271,1.4,2014-09-06T08:10:00+00:00,PT5M
17,536,403,79.1,0,84,30.9,0.1,271,1.4,2014-09-06T08:15:00+00:00,PT5M
17,543,415,79.5,0,85,30.9,0.1,271,1.4,2014-09-06T08:20:00+00:00,PT5M
18,550,426,79.6,0,87,30.9,0.1,272,1.4,2014-09-06T08:25:00+00:00,PT5M
18,557,437,79.7,0,89,31,0.1,272,1.4,2014-09-06T08:30:00+00:00,PT5M
18,557,446,79.9,0,90,31,0.1,272,1.4,2014-09-06T08:35:00+00:00,PT5M
18,551,454,80.7,0,88,31,0.1,273,1.4,2014-09-06T08:40:00+00:00,PT5M
18,544,462,81.6,0,85,31,0.1,273,1.4,2014-09-06T08:45:00+00:00,PT5M
18,538,469,82.5,0,82,31.1,0.1,273,1.4,2014-09-06T08:50:00+00:00,PT5M
18,532,476,81.5,0,88,31.1,0.1,274,1.4,2014-09-06T08:55:00+00:00,PT5M
