air_temp,clearsky_dni,clearsky_ghi,cloud_opacity,dni,ghi,precipitable_water,precipitation_rate,wind_direction_10m,wind_speed_10m,period_end,period
10,0,0,0,0,0,15.5,0.1,274,3.3,2015-09-06T00:05:00+00:00,PT5M
10,0,0,0,0,0,15.5,0.1,274,3.3,2015-09-06T00:10:00+00:00,PT5M
10,0,0,0,0,0,15.5,0.1,274,3.3,2015-09-06T00:15:00+00:00,PT5M
10,0,0,0,0,0,15.4,0.1,274,3.3,2015-09-06T00:20:00+00:00,PT5M
10,0,0,0,0,0,15.4,0.1,275,3.3,2015-09-06T00:25:00+00:00,PT5M
10,0,0,0,0,0,15.4,0.1,275,3.4,2015-09-06T00:30:00+00:00,PT5M
10,0,0,0,0,0,15.3,0.1,275,3.4,2015-09-06T00:35:00+00:00,PT5M
10,0,0,0,0,0,15.3,0.1,276,3.4,2015-09-06T00:40:00+00:00,PT5M
10,0,0,0,0,0,15.3,0.1,276,3.4,2015-09-06T00:45:00+00:00,PT5M
10,0,0,0,0,0,15.2,0.1,276,3.4,2015-09-06T00:50:00+00:00,PT5M
10,0,0,0,0,0,15.2,0.1,276,3.4,2015-09-06T00:55:00+00:00,PT5M
10,0,0,0,0,0,15.2,0.1,277,3.4,2015-09-06T01:00:00+00:00,PT5M
10,0,0,0,0,0,15.2,0.1,277,3.4,2015-09-06T01:05:00+00:00,PT5M
10,0,0,0,0,0,15.2,0.1,277,3.4,2015-09-06T01:10:00+00:00,PT5M
10,0,0,0,0,0,15.2,0.1,277,3.4,2015-09-06T01:15:00+00:00,PT5M
10,0,0,0,0,0,15.2,0.1,277,3.4,2015-09-06T01:20:00+00:00,PT5M
10,0,0,0,0,0,15.2,0.1,277,3.4,2015-09-06T01:25:00+00:00,PT5M
10,0,0,0,0,0,15.2,0.1,278,3.4,2015-09-06T01:30:00+00:00,PT5M
10,0,0,0,0,0,15.2,0.1,278,3.4,2015-09-06T01:35:00+00:00,PT5M
10,0,0,0,0,0,15.2,0.1,278,3.4,2015-09-06T01:40:00+00:00,PT5M
10,0,0,0,0,0,15.2,0.1,278,3.4,2015-09-06T01:45:00+00:00,PT5M
10,0,0,0,0,0,15.2,0.1,278,3.4,2015-09-06T01:50:00+00:00,PT5M
9,0,0,0,0,0,15.2,0.1,278,3.3,2015-09-06T01:55:00+00:00,PT5M
9,0,0,0,0,0,15.2,0.1,279,3.3,2015-09-06T02:00:00+00:00,PT5M
9,0,0,0,0,0,15.2,0,279,3.3,2015-09-06T02:05:00+00:00,PT5M
9,0,0,0,0,0,15.2,0,279,3.3,2015-09-06T02:10:00+00:00,PT5M
9,0,0,0,0,0,15.2,0,279,3.3,2015-09-06T02:15:00+00:00,PT5M
9,0,0,0,0,0,15.2,0,279,3.3,2015-09-06T02:20:00+00:00,PT5M
